name,position,team,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,In_DreamTeam
Nathan Collins,DEF,Burnley,0,0,28,0,1,451,183,2,1,9.2,54.2,2022-04-06T18:30:00Z,90,8,0,0,0,0,31,0,7044,2,3,37,7,-251,37,288,43,TRUE,0,31,0
Ben White,DEF,Arsenal,0,0,12,0,2.6,67,304,3,0,1.2,9.2,2022-04-04T19:00:00Z,90,7,0,0,0,0,31,0,1309305,0,3,0,1,56349,72560,16211,45,FALSE,0,31,0
Mathias Normann,MID,Norwich,0,0,6,1,0.9,581,301,0,0,1.8,17.4,2022-04-02T14:00:00Z,90,4,0,0,0,0,31,0,9214,0,0,0,3,24,256,232,45,FALSE,0,31,0
Milot Rashica,MID,Norwich,0,0,1,1,1.2,449,301,0,0,2.9,1.8,2022-04-02T14:00:00Z,80,4,0,0,0,0,31,0,10523,0,0,26,3,352,828,476,52,FALSE,0,31,0
Che Adams,FWD,Southampton,0,0,3,0,23.5,345,305,1,0,7.1,10,2022-04-02T14:00:00Z,86,10,0,0,0,0,31,0,502267,1,1,37,2,-13825,30113,43938,69,FALSE,0,31,0
Joel Matip,DEF,Liverpool,0,1,27,1,3.2,224,306,0,0,3.9,15.4,2022-04-02T11:30:00Z,90,18,0,0,0,0,31,0,419038,0,2,20,7,73644,81047,7403,50,TRUE,0,31,0
Danny Welbeck,FWD,Brighton,0,0,8,1,43.1,447,301,0,0,8.8,8.4,2022-04-02T14:00:00Z,90,15,0,0,0,0,31,0,30040,0,0,36,2,-235,2236,2471,59,TRUE,0,31,0
Kyle Walker,DEF,Man City,0,0,25,1,5.6,249,302,0,0,2.5,12.2,2022-04-02T14:00:00Z,90,5,0,0,0,0,31,0,492667,2,0,7,6,7077,11520,4443,54,FALSE,0,31,0
Jonjo Shelvey,MID,Newcastle,0,0,19,0,11.8,291,308,5,0,3.5,13.8,2022-04-03T15:30:00Z,90,17,0,0,0,0,31,0,12122,1,5,9,2,-1177,203,1380,53,FALSE,0,31,0
Jonjoe Kenny,DEF,Everton,0,0,11,0,39.5,502,309,2,0,5.3,13.2,2022-04-03T13:00:00Z,90,19,0,0,0,0,31,0,10001,1,2,0,1,31,261,230,44,FALSE,0,31,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timo Werner,FWD,Chelsea,0,0,4,0,24.3,134,303,3,0,5.3,4.4,2022-04-02T14:00:00Z,63,3,0,0,0,0,31,0,133503,4,1,24,2,1448,3483,2035,86,TRUE,0,31,1
Christian Kabasele,DEF,Watford,0,0,10,0,0.1,384,306,2,0,2.8,28,2022-04-02T11:30:00Z,90,11,0,0,0,0,31,0,4168,0,2,0,1,-2,34,36,43,FALSE,0,31,0
Eric Dier,DEF,Spurs,0,0,13,0,11.4,361,308,1,0,3.7,15.6,2022-04-03T15:30:00Z,90,14,0,0,0,0,31,0,443648,1,5,10,2,-601,11899,12500,46,TRUE,0,31,0
Grant Hanley,DEF,Norwich,0,0,26,1,0.3,319,301,0,0,4.3,42.2,2022-04-02T14:00:00Z,90,4,0,0,0,0,31,0,11713,0,0,0,6,681,1075,394,44,FALSE,0,31,0
Gabriel Magalhães,DEF,Arsenal,0,0,17,0,23.3,23,304,3,0,7.6,20,2022-04-04T19:00:00Z,90,7,0,0,0,0,31,0,701212,0,3,33,1,4778,28044,23266,53,FALSE,0,31,0
João Pedro Junqueira de Jesus,FWD,Watford,0,0,6,0,11.4,404,306,1,0,1.9,3.2,2022-04-02T11:30:00Z,77,11,0,0,0,0,31,0,32305,0,2,4,2,-527,1290,1817,54,FALSE,0,31,0
Ilkay Gündogan,MID,Man City,0,1,31,1,6.8,250,302,0,1,8.3,37.8,2022-04-02T14:00:00Z,90,5,0,0,0,0,31,0,240853,2,0,38,9,-2394,2274,4668,71,FALSE,0,31,0
Saïd Benrahma,MID,West Ham,0,0,12,0,17.5,419,309,1,0,4.4,8.8,2022-04-03T13:00:00Z,81,8,0,0,0,0,31,0,1115132,1,2,18,2,57042,73468,16426,59,TRUE,0,31,0
Diego Llorente,DEF,Leeds,0,0,14,0,0.3,190,305,1,0,3.5,30.8,2022-04-02T14:00:00Z,90,16,0,0,0,0,31,0,28015,1,1,4,2,-2574,250,2824,45,TRUE,0,31,0
Lukasz Fabianski,GK,West Ham,0,0,10,0,0,408,309,1,0,0.6,6,2022-04-03T13:00:00Z,90,8,0,0,0,0,31,1,256337,1,2,0,2,12638,19372,6734,50,TRUE,0,31,0
Chris Wood,FWD,Newcastle,0,0,4,0,2.1,109,308,4,0,0.7,0,2022-04-03T15:30:00Z,69,17,0,0,0,0,31,0,198636,1,5,8,2,-18366,6904,25270,67,FALSE,0,31,0
Pablo Fornals,MID,West Ham,0,0,11,0,12.8,423,309,1,0,4.5,4.4,2022-04-03T13:00:00Z,90,8,0,0,0,0,31,0,132333,1,2,28,2,-2437,4158,6595,60,TRUE,0,31,0
Marcos Alonso,DEF,Chelsea,0,0,8,0,15.7,122,303,2,0,8.3,14.4,2022-04-02T14:00:00Z,54,3,0,0,0,0,31,0,680981,4,1,53,0,-4365,8259,12624,55,TRUE,0,31,1
Neal Maupay,FWD,Brighton,0,0,-10,1,25,63,301,0,0,4.3,0,2022-04-02T14:00:00Z,78,15,0,1,0,0,31,0,696490,0,0,27,0,28215,68469,40254,65,TRUE,0,31,0
Conor Coady,DEF,Wolves,0,0,4,0,0,429,310,1,0,0.7,7.2,2022-04-02T14:00:00Z,90,2,0,0,0,0,31,0,1585889,1,2,0,1,-59040,32261,91301,49,TRUE,1,31,0
Tyrone Mings,DEF,Aston Villa,0,0,11,0,0.6,38,310,2,0,2.7,13.8,2022-04-02T14:00:00Z,90,20,0,0,0,0,31,0,576516,1,2,13,1,-14145,5514,19659,50,FALSE,0,31,0
Joseph Willock,MID,Newcastle,1,0,14,0,2.3,19,308,5,0,3.2,3.2,2022-04-03T15:30:00Z,90,17,0,0,0,0,31,0,200933,1,5,26,5,-53934,940,54874,57,FALSE,0,31,0
Morgan Sanson,MID,Aston Villa,0,0,9,0,1.3,34,310,2,0,0.8,4.8,2022-04-02T14:00:00Z,71,20,0,0,0,0,31,0,1958,1,2,2,2,-23,25,48,50,FALSE,0,31,0
Rico Henry,DEF,Brentford,0,0,13,0,15.1,83,303,1,0,2.9,14.2,2022-04-02T14:00:00Z,87,6,0,0,0,0,31,0,81411,4,1,0,2,-2300,399,2699,45,FALSE,0,31,0
Josh Brownhill,MID,Burnley,0,0,3,0,2.6,115,302,2,0,1.1,4,2022-04-02T14:00:00Z,90,12,0,0,0,0,31,0,257752,2,0,4,2,20550,29527,8977,43,TRUE,0,31,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Fredericks,DEF,West Ham,0,0,15,0,16.3,415,309,1,0,3.6,17.2,2022-04-03T13:00:00Z,90,8,0,0,0,0,31,0,8383,1,2,2,2,1,79,78,44,TRUE,0,31,0
Juan Camilo Hernández Suárez,FWD,Watford,0,0,1,0,4.7,472,306,1,0,5,10.4,2022-04-02T11:30:00Z,77,11,0,0,0,0,31,0,248446,0,2,35,1,68047,78118,10071,50,FALSE,1,31,0
Matt Doherty,DEF,Spurs,1,3,36,0,2.7,360,308,1,1,8,40.4,2022-04-03T15:30:00Z,90,14,0,0,0,0,31,0,666168,1,5,37,14,8850,43493,34643,48,TRUE,0,31,0
Jan Bednarek,DEF,Southampton,0,0,16,0,0.9,343,305,1,0,5.3,23.6,2022-04-02T14:00:00Z,90,10,0,0,0,0,31,0,129106,1,1,28,2,-4027,2838,6865,44,FALSE,0,31,0
Tim Krul,GK,Norwich,0,3,30,1,0,314,301,0,0,2.3,23.2,2022-04-02T14:00:00Z,90,4,0,0,0,0,31,4,103574,0,0,0,10,2000,3205,1205,45,FALSE,0,31,0
Mateusz Klich,MID,Leeds,0,0,1,0,1.8,186,305,1,0,2.4,4.4,2022-04-02T14:00:00Z,65,16,0,0,0,0,31,0,26119,1,1,18,2,-207,180,387,51,TRUE,0,31,0
Alex Nicolao Telles,DEF,Man Utd,0,0,8,0,15.4,279,307,1,0,2.4,9,2022-04-02T16:30:00Z,45,9,0,0,0,0,31,0,49646,1,1,0,1,413,1995,1582,50,TRUE,0,31,0
Bryan Mbeumo,MID,Brentford,2,1,35,0,49.1,96,303,1,0,11.6,46.2,2022-04-02T14:00:00Z,84,6,0,0,0,0,31,0,88672,4,1,21,9,-4250,2479,6729,52,FALSE,0,31,1
Joachim Andersen,DEF,Crystal Palace,2,3,48,1,20.3,488,304,0,0,8,50.8,2022-04-04T19:00:00Z,90,1,0,0,0,0,31,0,37764,0,3,9,15,353,1001,648,45,TRUE,0,31,0
Aaron Cresswell,DEF,West Ham,0,2,20,0,3.3,411,309,1,1,4.8,36.2,2022-04-03T13:00:00Z,90,8,0,0,0,0,31,0,710067,1,2,8,9,-491,15446,15937,54,TRUE,1,31,0
Ben Gibson,DEF,Norwich,0,0,22,1,0.2,456,301,0,0,2.3,21.2,2022-04-02T14:00:00Z,90,4,0,0,0,0,31,0,6917,0,0,2,6,418,538,120,44,FALSE,0,31,0
Timothy Castagne,DEF,Leicester,0,0,15,0,12.8,209,307,1,0,3.2,19.2,2022-04-02T16:30:00Z,90,13,0,0,0,0,31,0,44057,1,1,0,2,3679,4402,723,53,FALSE,0,31,0
Anthony Elanga,MID,Man Utd,0,0,7,0,3.7,512,307,1,0,3.8,6.4,2022-04-02T16:30:00Z,90,9,0,0,0,0,31,0,48690,1,1,28,2,921,5479,4558,48,TRUE,0,31,0
Hassane Kamara,DEF,Watford,0,0,11,0,1,676,306,2,0,3,29,2022-04-02T11:30:00Z,90,11,0,0,0,0,31,0,7036,0,2,0,1,-575,210,785,45,FALSE,0,31,0
Allan Saint-Maximin,FWD,Newcastle,0,0,0,0,4.2,307,308,5,0,1.7,3.2,2022-04-03T15:30:00Z,90,17,0,0,0,0,31,0,1028540,1,5,10,1,-12341,28192,40533,68,FALSE,1,31,0
Kiernan Dewsbury-Hall,MID,Leicester,0,0,17,0,14.8,505,307,1,0,2.7,11.8,2022-04-02T16:30:00Z,90,13,0,0,0,0,31,0,20856,1,1,0,2,260,2184,1924,44,FALSE,0,31,1
Ben Foster,GK,Watford,0,0,7,0,0,376,306,2,0,0.4,4,2022-04-02T11:30:00Z,90,11,0,0,0,0,31,1,1715357,0,2,0,1,6682,29761,23079,41,FALSE,0,31,0
Mohamed Salah,MID,Liverpool,0,0,-2,1,15,233,306,0,0,4.9,2,2022-04-02T11:30:00Z,68,18,0,0,0,0,31,0,5593506,0,2,32,3,162993,190140,27147,133,TRUE,0,31,0
Maxwel Cornet,MID,Burnley,0,0,2,0,0.5,578,302,0,0,0.1,0.2,2022-04-02T14:00:00Z,45,12,0,0,0,0,31,0,77950,2,0,0,1,11508,15487,3979,59,TRUE,0,31,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Lennon,MID,Burnley,0,0,7,0,14.7,575,302,2,0,2.2,4.8,2022-04-02T14:00:00Z,90,12,0,0,0,0,31,0,10991,2,0,2,2,1695,2487,792,48,TRUE,0,31,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelechi Iheanacho,FWD,Leicester,0,2,29,0,14.3,213,307,1,1,7.7,35.2,2022-04-02T16:30:00Z,90,13,0,0,0,0,31,0,224334,1,1,27,8,-17401,6070,23471,70,FALSE,0,31,0
Tomas Soucek,MID,West Ham,0,0,8,0,2.6,422,309,1,0,1.6,13.6,2022-04-03T13:00:00Z,90,8,0,0,0,0,31,0,328920,1,2,0,2,-1265,4631,5896,57,TRUE,0,31,0
Liam Cooper,DEF,Leeds,0,0,15,0,0.3,184,305,1,0,1.8,17.6,2022-04-02T14:00:00Z,90,16,0,0,0,0,31,0,20072,1,1,0,2,-198,157,355,44,TRUE,0,31,0
Thomas Partey,MID,Arsenal,0,0,5,0,2.4,15,304,3,0,0.3,0,2022-04-04T19:00:00Z,74,7,0,0,0,0,31,0,41827,0,3,2,1,4588,8037,3449,50,FALSE,1,31,0
Wilfried Zaha,MID,Crystal Palace,0,0,23,1,11.8,154,304,0,1,8.1,46,2022-04-04T19:00:00Z,90,1,0,0,0,0,31,0,446122,0,3,23,8,-23674,9257,32931,68,TRUE,0,31,0
Antonio Rüdiger,DEF,Chelsea,0,0,26,0,3.5,127,303,4,1,8.4,47.4,2022-04-02T14:00:00Z,90,3,0,0,0,0,31,0,2238224,4,1,33,6,35534,79945,44411,61,TRUE,0,31,0
Rodrigo Hernandez,MID,Man City,0,0,16,1,7.6,266,302,0,0,3.6,16.2,2022-04-02T14:00:00Z,90,5,0,0,0,0,31,0,82045,2,0,12,3,341,2064,1723,55,FALSE,0,31,0
James Ward-Prowse,MID,Southampton,0,3,36,0,38.8,341,305,1,1,10,46.2,2022-04-02T14:00:00Z,90,10,0,0,0,0,31,0,517288,1,1,15,10,-44314,8494,52808,65,FALSE,0,31,0
James Justin,DEF,Leicester,0,0,12,0,12.3,218,307,1,0,2.8,11.6,2022-04-02T16:30:00Z,90,13,0,0,0,0,31,0,17123,1,1,4,2,-499,1305,1804,49,FALSE,0,31,0
Ben Godfrey,DEF,Everton,0,0,15,0,1.3,179,309,2,0,1.3,11.2,2022-04-03T13:00:00Z,90,19,0,0,0,0,31,0,38374,1,2,0,1,1467,1731,264,47,FALSE,0,31,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hakim Ziyech,MID,Chelsea,0,0,21,0,57,131,303,4,0,9.5,19,2022-04-02T14:00:00Z,90,3,0,0,0,0,31,0,100081,4,1,19,2,-642,7921,8563,73,TRUE,0,31,0
Dan Burn,DEF,Newcastle,0,0,10,0,1.3,58,308,5,0,5,12.6,2022-04-03T15:30:00Z,90,17,0,0,0,0,31,0,57693,1,5,36,-1,192,4203,4011,44,FALSE,1,31,1
Solomon March,MID,Brighton,0,0,9,1,67.7,60,301,0,0,10.4,17.8,2022-04-02T14:00:00Z,82,15,0,0,0,0,31,0,4915,0,0,18,3,126,213,87,53,TRUE,0,31,0
Mohammed Salisu,DEF,Southampton,0,0,11,0,0.4,351,305,1,0,2.7,26.6,2022-04-02T14:00:00Z,90,10,0,0,0,0,31,0,22466,1,1,0,2,-72,517,589,45,FALSE,0,31,0
Emerson Aparecido Leite de Souza Junior,DEF,Spurs,0,0,20,0,12.3,588,308,1,1,9.4,43,2022-04-03T15:30:00Z,80,14,0,0,0,0,31,0,82431,1,5,39,8,-11411,568,11979,45,TRUE,0,31,0
Kenny McLean,MID,Norwich,0,0,4,1,12,318,301,0,0,3.8,7.2,2022-04-02T14:00:00Z,90,4,0,0,0,0,31,0,6090,0,0,19,2,732,1016,284,49,FALSE,1,31,0
John McGinn,MID,Aston Villa,0,0,14,0,50.1,35,310,2,0,8.3,31.8,2022-04-02T14:00:00Z,90,20,0,0,0,0,31,0,92452,1,2,1,1,-3078,650,3728,57,FALSE,1,31,0
Jay Rodriguez,FWD,Burnley,0,1,29,0,13.2,104,183,2,1,11.4,41.6,2022-04-06T18:30:00Z,90,8,0,0,0,0,31,0,141184,2,3,59,7,11164,18786,7622,52,TRUE,0,31,0
Tino Livramento,DEF,Southampton,0,0,10,0,16.9,491,305,1,0,3.8,14.8,2022-04-02T14:00:00Z,90,10,0,0,0,0,31,0,997029,1,1,6,2,-23342,10999,34341,44,FALSE,0,31,0
Oriol Romeu Vidal,MID,Southampton,0,0,17,0,32.5,335,305,1,0,5.1,12.4,2022-04-02T14:00:00Z,63,10,0,0,0,0,31,0,46508,1,1,6,2,91,1934,1843,45,FALSE,0,31,0
Juraj Kucka,MID,Watford,0,0,-3,0,1.6,495,306,2,0,2.1,2.6,2022-04-02T11:30:00Z,90,11,0,0,0,0,31,0,12741,0,2,17,2,-175,87,262,55,FALSE,0,31,0
Tyrick Mitchell,DEF,Crystal Palace,0,1,29,1,15.3,162,304,0,0,3.7,17.6,2022-04-04T19:00:00Z,90,1,0,0,0,0,31,0,118568,0,3,4,7,9743,13339,3596,45,TRUE,0,31,0
Ruben Loftus-Cheek,MID,Chelsea,0,0,15,0,27.2,132,303,4,0,5.7,18.8,2022-04-02T14:00:00Z,90,3,0,0,0,0,31,0,9052,4,1,11,2,-52,70,122,54,TRUE,0,31,0
Leandro Trossard,MID,Brighton,0,0,17,1,28.5,64,301,0,0,10.3,14.4,2022-04-02T14:00:00Z,90,15,0,0,0,0,31,0,120186,0,0,60,3,1956,7832,5876,59,TRUE,0,31,0
Nick Pope,GK,Burnley,0,0,18,0,0,112,302,2,0,2.7,26.8,2022-04-02T14:00:00Z,90,12,0,0,0,0,31,4,372069,2,0,0,2,90305,98489,8184,54,TRUE,0,31,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Harrison,MID,Leeds,0,2,31,0,25.8,267,305,1,1,9.8,43.2,2022-04-02T14:00:00Z,90,16,0,0,0,0,31,0,129355,1,1,29,9,-2399,3517,5916,55,TRUE,0,31,0
Kai Havertz,MID,Chelsea,0,0,4,0,29.7,141,303,4,0,9.8,11,2022-04-02T14:00:00Z,90,3,0,0,0,0,31,0,758616,4,1,57,2,244600,256796,12196,79,TRUE,0,31,0
José Diogo Dalot Teixeira,DEF,Man Utd,0,0,16,0,38.3,510,307,1,0,6.6,21.8,2022-04-02T16:30:00Z,90,9,0,0,0,0,31,0,148327,1,1,6,2,-6599,3552,10151,42,TRUE,0,31,0
Raphaël Varane,DEF,Man Utd,0,0,17,0,0.9,555,307,1,0,1.5,14,2022-04-02T16:30:00Z,90,9,0,0,0,0,31,0,237544,1,1,0,2,-1814,3420,5234,55,TRUE,0,31,0
Harry Kane,FWD,Spurs,1,0,18,0,37.3,357,308,1,0,10.7,18.8,2022-04-03T15:30:00Z,90,14,0,0,0,0,31,0,2218468,1,5,51,4,127421,171009,43588,125,TRUE,1,31,0
Connor Roberts,DEF,Burnley,0,0,13,0,0.3,585,302,2,0,1.5,12.6,2022-04-02T14:00:00Z,90,12,0,0,0,0,31,0,46735,2,0,2,1,13090,16096,3006,44,TRUE,0,31,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phil Foden,MID,Man City,0,0,5,1,28.6,265,302,0,0,7.5,5.4,2022-04-02T14:00:00Z,63,5,0,0,0,0,31,0,528501,2,0,41,3,32906,50123,17217,78,FALSE,0,31,0
Willy Boly,DEF,Wolves,0,0,11,0,0.9,428,317,1,0,1.2,11.4,2022-04-08T19:00:00Z,90,14,0,0,0,0,32,0,9061,0,1,0,2,241,428,187,49,FALSE,0,32,0
Sam Byram,DEF,Norwich,0,0,19,1,1.8,321,318,0,0,2.8,19.8,2022-04-10T13:00:00Z,90,5,0,0,0,0,32,0,1419,0,2,6,6,56,103,47,44,TRUE,0,32,0
Wout Weghorst,FWD,Burnley,0,0,3,0,1.1,700,318,1,0,2.9,5.8,2022-04-10T13:00:00Z,55,15,0,0,0,0,32,0,654755,0,2,22,1,-2770,46103,48873,64,FALSE,0,32,0
Joelinton Cássio Apolinário de Lira,FWD,Newcastle,0,0,8,1,15.3,310,317,0,0,4,11.4,2022-04-08T19:00:00Z,90,20,0,0,0,0,32,0,82424,0,1,13,2,-3201,3965,7166,58,TRUE,0,32,0
Marc Cucurella,DEF,Brighton,0,0,16,0,2.2,584,311,1,0,2.4,21.4,2022-04-09T14:00:00Z,90,1,0,0,0,0,32,0,243907,2,1,0,2,-4101,7480,11581,50,FALSE,0,32,1
Joël Veltman,DEF,Brighton,0,0,9,0,0.2,62,311,1,0,2.4,23.4,2022-04-09T14:00:00Z,90,1,0,0,0,0,32,0,89079,2,1,0,2,800,3859,3059,42,FALSE,0,32,1
Hee-Chan Hwang,FWD,Wolves,0,0,12,0,4.7,583,317,1,0,2.9,3.8,2022-04-08T19:00:00Z,77,14,0,0,0,0,32,0,404435,0,1,20,2,-11833,20675,32508,54,FALSE,0,32,0
Mathias Jorgensen,DEF,Brentford,0,0,27,1,0.3,594,313,0,0,1.5,12.2,2022-04-10T13:00:00Z,90,19,0,0,0,0,32,0,2382,0,2,2,6,-9,17,26,45,TRUE,0,32,0
Samir Caetano de Souza Santos,DEF,Watford,0,0,12,0,0.1,677,320,3,0,0.7,6.4,2022-04-09T14:00:00Z,90,10,0,0,0,0,32,0,1681,3,0,0,1,-23,102,125,45,TRUE,0,32,0
Daniel James,MID,Leeds,1,0,15,1,10.4,287,320,0,0,2.7,15,2022-04-09T14:00:00Z,66,18,0,0,0,0,32,0,70384,3,0,2,6,-7091,1061,8152,60,FALSE,0,32,0
Raphael Dias Belloli,MID,Leeds,0,2,31,1,1.7,196,320,0,1,7.4,46.2,2022-04-09T14:00:00Z,82,18,0,0,0,0,32,0,1426003,3,0,26,10,-35916,23092,59008,65,FALSE,0,32,0
Victor Lindelöf,DEF,Man Utd,0,0,12,0,1.2,284,314,1,0,2.1,13.6,2022-04-09T11:30:00Z,90,8,0,0,0,0,32,0,45133,0,1,6,2,113,776,663,48,FALSE,0,32,0
Ezri Konsa Ngoyo,DEF,Aston Villa,0,0,13,0,1.5,45,312,4,0,5.5,17.4,2022-04-09T16:30:00Z,90,17,0,0,0,0,32,0,77851,4,0,36,0,-1677,286,1963,49,TRUE,0,32,0
Max Kilman,DEF,Wolves,0,0,16,0,1.6,439,317,1,0,2.1,19.8,2022-04-08T19:00:00Z,90,14,0,0,0,0,32,0,324341,0,1,0,2,-15016,6045,21061,46,FALSE,0,32,0
Alex Iwobi,MID,Everton,0,0,9,1,15.7,174,314,0,0,2.5,7.2,2022-04-09T11:30:00Z,90,13,0,0,0,0,32,0,18587,0,1,2,3,-1554,363,1917,58,TRUE,0,32,0
Moisés Caicedo,MID,Brighton,1,0,16,0,13.9,538,311,1,0,5,23.2,2022-04-09T14:00:00Z,90,1,0,0,0,0,32,0,385,2,1,13,4,0,0,0,45,FALSE,1,32,0
Enock Mwepu,MID,Brighton,1,3,47,1,12.1,462,311,0,1,8.7,65.6,2022-04-09T14:00:00Z,76,1,0,0,0,0,32,0,5539,2,1,9,14,-33,69,102,59,FALSE,0,32,0
Robin Koch,DEF,Leeds,0,0,21,1,1.6,194,320,0,0,1.4,12.2,2022-04-09T14:00:00Z,90,18,0,0,0,0,32,0,11677,3,0,0,6,-127,46,173,43,FALSE,0,32,0
Ethan Pinnock,DEF,Brentford,0,0,29,1,0.2,91,313,0,0,1.5,13.2,2022-04-10T13:00:00Z,90,19,0,0,0,0,32,0,286580,0,2,2,6,-1193,1729,2922,44,TRUE,0,32,0
João Filipe Iria Santos Moutinho,MID,Wolves,0,0,9,0,5.2,426,317,1,0,2.7,22.2,2022-04-08T19:00:00Z,90,14,0,0,0,0,32,0,80658,0,1,0,1,-2161,2939,5100,49,FALSE,1,32,0
Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,1,0,21,0,23.3,261,316,2,0,6.6,36.2,2022-04-10T15:30:00Z,90,11,0,0,0,0,32,0,1357376,2,2,6,4,-84290,10380,94670,71,TRUE,1,32,0
Kyle Walker-Peters,DEF,Southampton,0,0,15,0,16,342,319,6,0,3,12.2,2022-04-09T14:00:00Z,90,6,0,0,0,0,32,0,99169,6,0,2,-1,5609,8597,2988,48,TRUE,0,32,0
Marc Guéhi,DEF,Crystal Palace,0,0,15,0,0.4,477,315,2,0,1.9,14.8,2022-04-10T13:00:00Z,90,9,0,0,0,0,32,0,136742,1,2,4,1,6889,8771,1882,45,FALSE,0,32,0
Ederson Santana de Moraes,GK,Man City,0,0,16,0,0,257,316,2,0,1.8,18,2022-04-10T15:30:00Z,90,11,0,0,0,0,32,2,1037914,2,2,0,1,-6062,9232,15294,61,TRUE,0,32,0
David Raya Martin,GK,Brentford,0,1,30,1,10,80,313,0,0,2.8,18,2022-04-10T13:00:00Z,90,19,0,0,0,0,32,1,349250,0,2,0,7,4692,9306,4614,43,TRUE,0,32,0
Ashley Westwood,MID,Burnley,0,0,10,0,31.3,107,318,2,0,6.9,11.4,2022-04-10T13:00:00Z,90,15,0,0,0,0,32,0,23955,0,2,26,2,-205,432,637,52,FALSE,0,32,0
Yves Bissouma,MID,Brighton,0,0,6,1,0.3,70,311,0,0,1.3,11.8,2022-04-09T14:00:00Z,73,1,0,0,0,0,32,0,445387,2,1,1,2,-2948,1527,4475,44,FALSE,1,32,0
Cheikhou Kouyaté,DEF,Crystal Palace,0,0,1,0,0.3,150,315,2,0,0.6,5.8,2022-04-10T13:00:00Z,57,9,0,0,0,0,32,0,51056,1,2,0,0,1352,1692,340,45,FALSE,0,32,0
Nemanja Matic,MID,Man Utd,0,0,11,0,3.5,271,314,1,0,1,6.6,2022-04-09T11:30:00Z,63,8,0,0,0,0,32,0,35777,0,1,0,2,22,1308,1286,43,FALSE,0,32,0
Edouard Mendy,GK,Chelsea,0,0,20,1,0,143,319,0,0,1,10,2022-04-09T14:00:00Z,90,16,0,0,0,0,32,1,1060833,6,0,0,6,-11000,7493,18493,61,FALSE,0,32,0
Jacob Ramsey,MID,Aston Villa,0,0,10,0,11.5,51,312,4,0,4.8,15.8,2022-04-09T16:30:00Z,90,17,0,0,0,0,32,0,789388,4,0,21,2,-70269,15268,85537,48,TRUE,0,32,0
Alexis Mac Allister,MID,Brighton,0,0,7,0,12.2,74,311,1,0,1.9,5,2022-04-09T14:00:00Z,90,1,0,0,0,0,32,0,47014,2,1,2,2,-2905,678,3583,52,FALSE,0,32,0
Lucas Digne,DEF,Aston Villa,0,0,16,0,58.3,168,312,4,0,8.2,15.8,2022-04-09T16:30:00Z,79,17,0,0,0,0,32,0,596752,4,0,8,0,-29149,3287,32436,51,TRUE,0,32,0
Yan Valery,DEF,Southampton,0,0,6,0,0.7,546,319,2,0,0.6,5.6,2022-04-09T14:00:00Z,54,6,0,0,0,0,32,0,47069,6,0,0,0,451,878,427,39,TRUE,0,32,0
Paul Pogba,MID,Man Utd,0,0,6,0,4.4,272,314,0,0,2.1,9.8,2022-04-09T11:30:00Z,54,8,0,0,0,0,32,0,612932,0,1,7,0,-2488,3929,6417,74,FALSE,1,32,0
Philippe Coutinho Correia,MID,Aston Villa,0,0,13,0,39.1,681,312,3,0,7.3,16.2,2022-04-09T16:30:00Z,69,17,0,0,0,0,32,0,1703950,4,0,18,2,-346768,10285,357053,73,TRUE,0,32,0
Alisson Ramses Becker,GK,Liverpool,0,0,15,0,0,231,316,2,0,2.4,24,2022-04-10T15:30:00Z,90,12,0,0,0,0,32,2,775666,2,2,0,1,-5525,10827,16352,60,FALSE,0,32,0
Dominic Calvert-Lewin,FWD,Everton,0,0,5,1,1.8,177,314,0,0,0.3,1.2,2022-04-09T11:30:00Z,70,13,0,0,0,0,32,0,312186,0,1,0,2,-24041,3626,27667,77,TRUE,0,32,0
Jarrod Bowen,MID,West Ham,0,0,6,0,11.9,420,313,2,0,1.7,2.8,2022-04-10T13:00:00Z,90,3,0,0,0,0,32,0,1199557,0,2,2,2,278325,296053,17728,69,FALSE,0,32,0
John Stones,DEF,Man City,0,0,14,0,0.8,252,316,2,0,1.8,17.4,2022-04-10T15:30:00Z,90,11,0,0,0,0,32,0,261822,2,2,0,1,-4100,2611,6711,52,TRUE,0,32,0
Jadon Sancho,MID,Man Utd,0,0,19,0,41.1,485,314,1,0,6.3,11.4,2022-04-09T11:30:00Z,90,8,0,0,0,0,32,0,274987,0,1,10,2,14346,24996,10650,89,FALSE,0,32,0
